pkuid,vertex_index,xcoord,ycoord
246,0,11.67,50.054
246,1,11.729,50.043
247,0,11.729,50.043
247,1,11.752,50.032
247,2,11.801,50.02
248,0,11.801,50.02
248,1,11.825,50.011
248,2,11.846,50.001
248,3,11.859,49.993
248,4,11.894,49.97
249,0,11.894,49.97
249,1,11.926,49.927
250,0,11.936,49.919
250,1,11.926,49.927
251,0,11.936,49.919
251,1,11.944,49.911
251,2,11.953,49.904
251,3,11.964,49.897
251,4,11.975,49.892
252,0,12.003,49.867
252,1,11.994,49.875
252,2,11.984,49.885
252,3,11.975,49.892
253,0,11.666,49.55
253,1,11.667,49.548
253,2,11.67,49.545
253,3,11.676,49.542
253,4,11.698,49.534
253,5,11.713,49.526
253,6,11.723,49.52
253,7,11.732,49.512
253,8,11.75,49.494
253,9,11.765,49.48
253,10,11.781,49.469
253,11,11.792,49.464
253,12,11.806,49.458
253,13,11.822,49.454
253,14,11.843,49.45
253,15,11.863,49.448
253,16,11.88,49.446
253,17,11.906,49.445
253,18,11.921,49.444
253,19,11.956,49.44
253,20,11.98,49.438
254,0,12.126,49.379
254,1,12.118,49.385
254,2,12.108,49.39
254,3,12.1,49.392
254,4,12.087,49.395
254,5,12.07,49.402
254,6,12.038,49.41
254,7,12.019,49.417
254,8,11.999,49.425
254,9,11.98,49.438
255,0,12.77,49.124
255,1,12.708,49.153
255,2,12.634,49.19
255,3,12.554,49.227
256,0,12.967,49.037
256,1,12.986,49.032
257,0,12.986,49.032
257,1,13.017,49.023
258,0,13.138,48.976
258,1,13.249,48.933
259,0,14.105,48.557
259,1,14.077,48.581
259,2,14.053,48.599
259,3,13.983,48.648
259,4,13.883,48.712
259,5,13.876,48.716
259,6,13.869,48.718
259,7,13.868,48.718
259,8,13.868,48.719
260,0,14.105,48.557
260,1,14.121,48.545
260,2,14.176,48.505
261,0,14.176,48.505
261,1,14.199,48.486
261,2,14.243,48.451
262,0,10.308,50.827
262,1,10.154,50.906
