net.sta,lon,lat,alt
Z6.A080A,14.929,49.684,502.0
Z6.A081A,15.034,50.075,228.0
Z6.A082A,15.65,50.061,220.0
Z6.A083A,15.608,49.696,573.0
Z6.A084A,15.701,48.943,403.0
Z6.A085A,16.196,49.439,458.0
Z6.A086A,16.146,49.853,391.0
Z6.A087A,16.889,49.705,430.0
Z6.A088B,17.292,49.43,208.0
Z6.A089A,17.092,49.152,263.0
Z6.A090A,17.828,49.366,659.0
Z6.SK01A,18.804,49.474,566.0
Z6.SK02A,19.304,49.455,748.0
Z6.SK03A,18.861,49.174,405.0
Z6.SK04A,19.138,48.867,659.0
Z6.SK05A,19.143,48.509,678.0
Z6.SK07A,19.753,48.925,955.0
Z6.SK08A,19.713,48.569,473.0
Z6.SK11A,20.188,48.849,904.0
Z6.SK12A,19.994,48.318,246.0
Z6.SK13A,20.7,49.315,637.0
Z6.SK14B,20.742,49.001,476.0
Z6.SK15A,20.511,48.706,351.0
Z6.SK16A,21.244,49.417,502.0
Z6.SK17A,21.239,49.207,450.0
Z6.SK18A,21.174,48.914,323.0
Z6.SK19A,21.933,49.249,341.0
Z6.SK20A,21.609,49.214,390.0
Z6.SK21A,21.997,49.013,242.0
ZJ.A015A,14.994,48.933,500.0
ZJ.A022A,14.733,48.635,777.0
ZJ.A023A,14.071,48.461,587.0
ZJ.A025A,14.416,47.521,794.0
ZJ.A026A,14.552,46.933,800.0
ZJ.A027A,14.007,46.816,1217.0
ZJ.A028B,13.95,47.095,1378.0
ZJ.A029A,13.761,47.43,992.0
ZJ.A030A,13.561,47.828,640.0
ZJ.A031A,13.497,48.427,366.0
ZJ.A032A,13.306,48.123,608.0
ZJ.A033A,13.126,47.48,827.0
ZJ.A034A,13.079,46.909,1050.0
ZJ.A035B,12.642,47.16,2060.0
ZJ.A036A,12.308,47.379,1020.0
ZJ.A104C,9.657,48.127,656.0
ZJ.A141A,11.849,47.753,878.0
ZJ.A143A,11.003,47.684,914.0
ZJ.A145A,12.391,47.869,25.0
ZJ.A146A,12.975,48.293,464.0
ZJ.A148B,12.477,48.509,528.0
ZJ.A260A,16.706,47.283,243.0
ZJ.A261A,17.149,46.952,214.0
ZJ.A262A,16.528,46.864,272.0
ZJ.A263A,17.315,46.641,207.0
ZJ.A264A,17.29,46.16,176.0
ZJ.A265A,17.795,46.424,211.0
ZJ.A266A,18.265,46.526,275.0
ZJ.A267A,18.482,46.946,167.0
ZJ.A271A,18.834,47.155,174.0
ZJ.A272A,18.965,46.744,174.0
ZJ.A273A,17.816,45.916,151.0
ZJ.A365A,10.733,48.165,606.0
ZJ.A367A,11.923,48.307,521.0
ZJ.PL27A,18.709,49.902,276.0
ZJ.PL31A,18.354,50.07,339.0
BW.LAEN,12.186,50.183,675.0
BW.MSBB,11.973,50.031,622.0
BW.WARN,10.559,48.705,598.0
BW.WRNG,11.732,47.826,830.0
CH.FLACH,8.568,47.572,412.0
CH.GOURZ,6.741,46.511,923.1
CH.LASAR,6.49,46.666,615.1
CH.MOUTI,7.337,47.298,1159.7
FO.BETS,7.924,48.894,146.0
FO.ILLK,7.717,48.516,144.0
FO.OPS,7.883,48.921,198.0
KQ.QBN,9.897,53.723,0.0
NL.BNHLT,5.814,50.791,186.0
SX.LEUT,12.523,50.607,411.0
TH.BADSA,10.155,50.793,467.0
TH.BARBA,11.038,51.378,235.0
TH.MOXB,11.614,50.645,459.0
TH.TIER,11.167,50.455,735.0
Y8.RO09A,20.904,45.716,960.0
Y8.RO20A,22.097,45.388,367.0
Y8.RO24A,20.62,45.883,800.0
Y8.RO25A,21.576,45.979,165.0
Y8.RO31A,21.311,46.278,154.0
Z6.A015A,14.994,48.933,500.0
Z6.A023A,14.071,48.461,587.0
Z6.A025A,14.416,47.521,794.0
Z6.A026A,14.552,46.933,800.0
Z6.A027A,14.007,46.816,1217.0
Z6.A028B,13.95,47.095,1378.0
Z6.A029A,13.761,47.43,992.0
Z6.A030A,13.561,47.828,640.0
Z6.A031A,13.497,48.427,366.0
Z6.A032A,13.306,48.123,608.0
Z6.A033A,13.126,47.48,827.0
Z6.A034A,13.079,46.909,1050.0
Z6.A035B,12.642,47.16,2060.0
Z6.A036A,12.308,47.379,1020.0
Z6.A104C,9.657,48.127,656.0
Z6.A141A,11.849,47.753,878.0
Z6.A143A,11.003,47.684,914.0
Z6.A145A,12.391,47.869,25.0
Z6.A146A,12.975,48.293,464.0
Z6.A148B,12.477,48.509,528.0
Z6.A260A,16.706,47.283,243.0
Z6.A261A,17.149,46.952,214.0
Z6.A262A,16.528,46.864,272.0
Z6.A263A,17.315,46.641,207.0
Z6.A264A,17.29,46.16,176.0
Z6.A265A,17.795,46.424,211.0
Z6.A266A,18.265,46.526,275.0
Z6.A267A,18.482,46.946,167.0
Z6.A271A,18.834,47.155,174.0
Z6.A272A,18.965,46.744,174.0
Z6.A273A,17.816,45.916,151.0
Z6.A365A,10.733,48.165,606.0
Z6.A367A,11.923,48.307,521.0
Z6.CP00A,19.77,50.117,259.0
Z6.CP01A,19.81,50.016,216.0
Z6.CP02A,19.97,49.909,285.0
Z6.CP03A,20.082,49.747,474.0
Z6.CP04A,20.218,49.656,610.0
Z6.CP06A,20.269,49.461,581.0
Z6.CP10A,20.322,49.034,697.0
Z6.CP11A,20.265,48.917,780.0
Z6.CP12A,20.284,48.79,581.0
Z6.CP13A,20.341,48.712,365.0
Z6.CP14A,20.467,48.636,322.0
Z6.CP15A,20.521,48.557,536.0
Z6.CP16A,20.54,48.342,205.0
Z6.CP17A,20.511,48.219,201.0
Z6.HU01A,19.62,47.345,143.0
Z6.HU02A,20.525,48.122,757.0
Z6.HU03A,19.6,47.904,175.0
Z6.HU04B,19.439,46.814,120.0
Z6.HU05A,21.137,47.552,91.0
Z6.HU06A,20.568,46.712,79.0
Z6.HU07A,21.914,47.981,118.0
Z6.HU08A,17.924,47.431,201.0
Z6.HU09A,18.382,47.639,195.0
Z6.HU10A,19.019,47.845,152.0
Z6.HU11A,21.168,47.924,156.0
Z6.HU12A,20.827,47.183,156.0
Z6.HU13A,20.034,46.988,150.0
Z6.HU14A,20.079,46.448,120.0
Z6.HU21A,19.729,46.333,163.0
Z6.HU22A,19.131,46.328,190.0
Z6.HU23A,20.25,47.639,158.0
Z6.HU24A,21.159,46.91,120.0
Z6.JOS,20.537,48.496,288.0
